Key,Date,Pro,Pro Cell,Shipper,Consignee,Product,Status,Target Weight,Net Weight,Railcar 1,Batch 1,Railcar 1 Weight,Railcar 2,Batch 2,Railcar 2 Weight,Shipper Order,Customer PO#,,,,,,,,,,,,,,archive_status
TBOA 1833,12/2/2024,63136,G22,CP CHEM,"PRIMEX PLASTICS - RICHMOND, IN",9503H,Yes - On Dispatch Schedule,47000,46020,CPCX 814244,NRG120872,46020,,,,81266289,101130280,,,,,,,,,,,,,,TRUE
TBOA 1834,12/2/2024,63137,O22,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,Yes - On Dispatch Schedule,48000,47300,CBFX 470672,24J0783A7,21020,XOMX 51425,24J1081A4,26280,14598594,881505345,,,,,,,,,,,,,,TRUE
TBOA 1835,12/2/2024,63138,W22,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48560,CBFX 470672,24J0783A7,48560,,,,14598652,881505340,,,,,,,,,,,,,,TRUE
TBOA 1836,12/2/2024,63144,G40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,46700,MLLX 98518,CB124K1802,46700,,,,8108378658,4500035431,,,,,,,,,,,,,,TRUE
TBOA 1837,12/2/2024,63145,O40,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,MOVED,48000,48400,EQUX 23297,DK02M0601,48400,,,,8108378656,B00901407,,,,,,,,,,,,,,TRUE
TBOA 1838,12/2/2024,63146,W40,LYONDELLBASELL,"AXIUM (INNOV) - NEW ALBANY, OH",RP311H,Yes - On Dispatch Schedule,47000,46980,MLLX 98598,DK05LKJ04,46980,,,,8108378654,4500035366,,,,,,,,,,,,,,TRUE
TBOA 1839,12/2/2024,63147,G58,LYONDELLBASELL,"DEE ZEE INC - WEST DES MOINES, IA",HIFAX TRC 779P 848,Yes - On Dispatch Schedule,47000,47380,EQUX 23296,DJ27T0601,47380,,,,8108378653,9092450,,,,,,,,,,,,,,TRUE
TBOA 1840,12/2/2024,63117,O58,NOVA,"M HOLLAND CO - ALLIANCE, OH",FP120-D02,Yes - On Dispatch Schedule,48000,47460,NCIX 220383,JS00110948,47460,,,,402327757,PO010085628,,,,,,,,,,,,,,TRUE
TBOA 1841,12/2/2024,63151,W58,EXXON,"PLASTIC OMNIUM INERGY - KANSAS CITY, KS",BA46-055,Yes - On Dispatch Schedule,48000,47540,CBFX 470565,24006647,47540,,,,14604621,881511846,,,,,,,,,,,,,,TRUE
TBOA 1842,12/2/2024,63157,G76,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,46180,CHVX 890428,PRM610210,46180,,,,81268593,4503662756,,,,,,,,,,,,,,TRUE
TBOA 1843,12/2/2024,63160,O76,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,46920,FPAX 214433,2408214433,18760,FPAX 219122,2408219122,28160,L4BA355,4505049645,,,,,,,,,,,,,,TRUE
TBOA 1844,12/2/2024,63172,W76,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,47000,46580,OCPX 62364,5470N9A043,46580,,,,86654798,4506241946,,,,,,,,,,,,,,TRUE
TBOA1845,12/3/2024,63139,G4,EXXON,"TOYOTA BOSHOKU - SCOTTSBURG, IN",PP8285E1,MOVED,48000,0,,,0,,,,14598714,881505346,,,,,,,,,,,,,,TRUE
TBOA 1846,12/3/2024,63104,O4,EXXON,"CKS PKG - OMAHA, NE",AD60-005,Yes - On Dispatch Schedule,48000,47780,ECUX 881626,24008620,47780,,,,14602833,881509395,,,,,,,,,,,,,,TRUE
TBOA 1847,12/3/2024,63141,W4,EXXON,"EPC - LEBANON, KY",PP7855E1,Yes - On Dispatch Schedule,48000,48200,XOMX 39550,24F0783A8,48200,,,,14602897,881509396,,,,,,,,,,,,,,TRUE
TBOA 1848,12/3/2024,63148,G22,LYONDELLBASELL,"VENTRA - RUSSELLVILLE, KY",HIFAX TYC 1342P,Yes - On Dispatch Schedule,STRIP OUT,44560,UTCX 1514,DK01M0601,44560,,,,8108378652,14945,,,,,,,,,,,,,,TRUE
TBOA 1849,12/3/2024,63149,O22,LYONDELLBASELL,"FLEX N GATE PLASTICS - CHICAGO, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,STRIP OUT,45520,EQUX 23297,DK02M0601,45520,,,,8108378655,1837,,,,,,,,,,,,,,TRUE
TBOA 1850,12/3/2024,63161,W22,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46860,CHVX 890428,PRM610210,37780,CHVX 890403,PRM610230,9080,81268595,4503662788,,,,,,,,,,,,,,TRUE
TBOA 1851,12/3/2024,63162,G40,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48100,XOMX 51425,24J1081A4,48100,,,,14607163,881514340,,,,,,,,,,,,,,TRUE
TBOA 1852,12/3/2024,63163,O40,LYONDELLBASELL,"PRAIRIE FARMS - O'FALLON, IL",LM600700,Yes - On Dispatch Schedule,48000,47560,EQUX 16487,CL124K25B1,11020,WFRX 870895,CL424L06J1,36540,8108383023,LB120324,,,,,,,,,,,,,,TRUE
TBOA 1853,12/3/2024,63164,W40,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342X,Yes - On Dispatch Schedule,STRIP OUT,47120,EQUX 23349,DH21M0701,47120,,,,8108383019,B00901407,,,,,,,,,,,,,,TRUE
TBOA 1854,12/3/2024,63165,G58,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,45920,FPAX 219122,2408219122,45920,,,,L4BA356,4505049645,,,,,,,,,,,,,,TRUE
TBOA 1855,12/3/2024,63166,O58,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47020,EQUX 18248,CB124K2704,47020,,,,8108383073,4500035431,,,,,,,,,,,,,,TRUE
TBOA 1856,12/3/2024,63167,W58,CP CHEM,"ALTIUM PKG - WEST MEMPHIS, AR",9513H,Yes - On Dispatch Schedule,47000,47900,CPCX 815785,NRH120962,47900,,,,81269011,346324,,,,,,,,,,,,,,TRUE
TBOA 1857,12/3/2024,63179,G76,BAMBERGER AMCO,"TNT PLASTICS - PERRYVILLE, MO",BAPOLENE 133B NATURAL,CANCELLED,48000,47420,WLPX 44203,8646111RL,,CEFX 54359,8753491RL,,101226259-01-01,11619,,,,,,,,,,,,,,TRUE
TBOA 1858,12/3/2024,63145,O76,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,48400,EQUX 23297,DK02M0601,48400,,,,8108378656,B00901407,,,,,,,,,,,,,,TRUE
TBOA 1859,12/3/2024,63206,G94,CP CHEM,"EEJAY MOTOR TRANSPORTS - E ST LOUIS, IL",,,49220,0,CHVX 896517,PRG610710,0,,,,,,,,,,,,,,,,,,,TRUE
TBOA1860,12/4/2024,63142,G4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,49480,XOMX 51425,24J1081A4,49480,,,,14602638,881509475,,,,,,,,,,,,,,TRUE
TBOA 1861,12/4/2024,63150,O4,EXXON,"NYX - NEW ALBANY, IN",PP7855E1,CANCELLED,48000,0,,,0,,,,14603298,881510636,,,,,,,,,,,,,,TRUE
TBOA 1862,12/4/2024,63152,W4,EXXON,"WHIRLPOOL - VICTOR, IA",PP7694E2,Yes - On Dispatch Schedule,48000,47120,XOMX 717980,24K10QAG,47120,,,,14606835,881513877,,,,,,,,,,,,,,TRUE
TBOA 1863,12/4/2024,63153,G22,EXXON,"WHIRLPOOL - WEST BRANCH, IA",PP7694E2,Yes - On Dispatch Schedule,48000,47420,XOMX 730114,24K11QAH,47420,,,,14606727,881513881,,,,,,,,,,,,,,TRUE
TBOA 1864,12/4/2024,63154,O22,EXXON,"TG MISSOURI - PERRYVILLE, MO",PP7855E1,Yes - On Dispatch Schedule,48000,47700,XOMX 39550,24F0783A8,21820,EPAX 945756,24H0183A4,25880,14606826,881513878,,,,,,,,,,,,,,TRUE
TBOA 1865,12/4/2024,63155,W22,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48700,XOMX 51425,24J1081A4,48700,,,,14606820,881513876,,,,,,,,,,,,,,TRUE
TBOA 1866,12/4/2024,63168,G40,LYONDELLBASELL,"FLEX N GATE PLASTICS - DANVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,47080,EQUX 23272,DK05M0601,47080,,,,8108383004,9407,,,,,,,,,,,,,,TRUE
TBOA 1867,12/4/2024,63169,O40,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,CANCELLED,47000,46180,CHVX 890403,PRM610230,46180,,,,81269015,4503695504,,,,,,,,,,,,,,TRUE
TBOA 1868,12/4/2024,63170,W40,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46140,CHVX 890403,PRM610230,46140,,,,81269016,4503699066,,,,,,,,,,,,,,TRUE
TBOA 1869,12/4/2024,63180,G58,LYONDELLBASELL,"HILAND DAIRY - KANSAS CITY, MO",LM600700,Yes - On Dispatch Schedule,48000,48420,WFRX 870895,CL424L06J1,48420,,,,8108387850,11194,,,,,,,,,,,,,,TRUE
TBOA 1870,12/4/2024,63181,O58,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,48620,MLLX 98518,CB124K1802,48620,,,,8108387849,4500035431,,,,,,,,,,,,,,TRUE
TBOA 1871,12/4/2024,63182,W58,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,47700,EQUX 23272,DK05M0601,47700,,,,8108387846,B00901407,,,,,,,,,,,,,,TRUE
TBOA 1872,12/4/2024,63186,G76,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,48000,49580,OCPX 62364,5470N9A043,49580,,,,86655558,4506241946,,,,,,,,,,,,,,TRUE
TBOA1873,12/5/2024,63156,G4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48080,XOMX 710194,24J0981A5,48080,,,,14606778,881513880,,,,,,,,,,,,,,TRUE
TBOA 1874,12/5/2024,63150,O4,EXXON,"NYX - NEW ALBANY, IN",PP7855E1,Yes - On Dispatch Schedule,48000,48220,EPAX 945756,24H0183A4,48220,,,,14607982,881515481,,,,,,,,,,,,,,TRUE
TBOA 1875,12/5/2024,63173,W4,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47820,XOMX 51425,24J1081A4,31100,XOMX 710194,24J0981A5,16720,14610016,881517695,,,,,,,,,,,,,,TRUE
TBOA 1876,12/5/2024,63174,G22,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,Yes - On Dispatch Schedule,48000,47960,XOMX 710027,24J1081A3,47960,,,,14610045,881517693,,,,,,,,,,,,,,TRUE
TBOA 1877,12/5/2024,63187,O22,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,STRIP OUT,43740,OCPX 62364,5470N9A043,43740,,,,86655922,4506241946,,,,,,,,,,,,,,TRUE
TBOA 1878,12/5/2024,63188,W22,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,46460,FPAX 219122,2408219122,46460,,,,L4BA357,4505049645,,,,,,,,,,,,,,TRUE
TBOA 1879,12/5/2024,63205,G40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47180,EQUX 621064,CB124K1903,37600,MLLX 98518,CB124K1802,9580,8108399151,4500035431,,,,,,,,,,,,,,TRUE
TBOA 1880,12/5/2024,63203,O40,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,46000,CHVX 890403,PRM610230,46000,,,,81271418,4503695508,,,,,,,,,,,,,,TRUE
TBOA 1881,12/5/2024,63204,W40,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46180,CHVX 890403,PRM610230,46180,,,,81271419,4503757478,,,,,,,,,,,,,,TRUE
TBOA 1882,12/5/2024,63183,G58,LYONDELLBASELL,"BECTON DICKINSON - BROKEN BOW, NE",PF511,Yes - On Dispatch Schedule,46000,45720,EQUX 16828,DH30BCC01,45720,,,,8108387840,6501245003,,,,,,,,,,,,,,TRUE
TBOA 1883,12/5/2024,63209,O58,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,45740,PNWX 201486,PRM610280,45740,,,,81271422,4503808681,,,,,,,,,,,,,,TRUE
TBOA 1884,12/5/2024,63178,W58,EXXON,"YANFENG - LOUISVILLE, KY",PP7855E1,Yes - On Dispatch Schedule,48000,47340,MBLX 53435,24K1841B4,47340,,,,14610046,881517692,,,,,,,,,,,,,,TRUE
TBOA1885,12/6/2024,63175,G4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,45960,XOMX 710194,24J0981A5,43540,XOMX 710027,24J1081A3,2420,14609944,881517688,,,,,,,,,,,,,,TRUE
TBOA 1886,12/6/2024,63176,O4,EXXON,"CKS PKG - OMAHA, NE",AD60-005,Yes - On Dispatch Schedule,48000,47100,ECUX 881626,24008620,47100,,,,14610047,881517690,,,,,,,,,,,,,,TRUE
TBOA 1887,12/6/2024,63177,W4,EXXON,"TOYOTA BOSHOKU - HARRODSBURG, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47120,XOMX 710194,24J0981A5,47120,,,,14610036,881517687,,,,,,,,,,,,,,TRUE
TBOA 1888,12/6/2024,63178,G22,EXXON,"YANFENG - LOUISVILLE, KY",PP7855E1,MOVED,48000,0,MBLX 53435,24K1841B4,0,,,,14610046,881517692,,,,,,,,,,,,,,TRUE
TBOA 1889,12/6/2024,63183,O22,LYONDELLBASELL,"BECTON DICKINSON - BROKEN BOW, NE",PF511,MOVED,46000,0,,,0,,,,8108387840,6501245003,,,,,,,,,,,,,,TRUE
TBOA 1890,12/6/2024,63184,W22,LYONDELLBASELL,"VENTRA - RUSSELLVILLE, KY",HIFAX TYC 1342P,Yes - On Dispatch Schedule,STRIP OUT,44000,EQUX 23272,DK05M0601,44000,,,,8108387844,14945,,,,,,,,,,,,,,TRUE
TBOA 1891,12/6/2024,63189,G40,EXXON,"WHIRLPOOL - VICTOR, IA",PP7694E2,Yes - On Dispatch Schedule,48000,47520,XOMX 717980,24K10QAG,21360,XOMX 730114,24K11QAH,26160,14615042,881523154,,,,,,,,,,,,,,TRUE
TBOA 1892,12/6/2024,63190,O40,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47460,XOMX 710194,24J0981A5,47460,,,,14615105,881523156,,,,,,,,,,,,,,TRUE
TBOA 1893,12/6/2024,63191,W40,EXXON,"TOYOTA BOSHOKU - PRINCETON, IN",PP8285E1,Yes - On Dispatch Schedule,48000,47000,XOMX 710027,24J1081A3,47000,,,,14615059,881523157,,,,,,,,,,,,,,TRUE
TBOA 1894,12/6/2024,63192,G58,LYONDELLBASELL,"PRETIUM PKG - AURORA, IL",L5840,Yes - On Dispatch Schedule,"45,000 MAX",44440,UTCX 49470,MT124H2212,44440,,,,8108394288,920010484,,,,,,,,,,,,,,TRUE
TBOA 1895,12/6/2024,63193,O58,LYONDELLBASELL,"FLEX N GATE PLASTICS - CHICAGO, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,50080,EQUX 23272,DK05M0601,50080,,,,8108394290,1837,,,,,,,,,,,,,,TRUE
TBOA 1896,12/6/2024,63194,W58,LYONDELLBASELL,"ALPHA - ST LOUIS, MO",RP311H,Yes - On Dispatch Schedule,48000,47600,EQUX 14227,DK08LKK02,47600,,,,8108394291,7312-01,,,,,,,,,,,,,,TRUE
TBOA 1897,12/6/2024,63195,G76,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,CANCELLED,48000,0,EQUX 631394,DK04M0601,0,,,,8108394292,B00901407,,,,,,,,,,,,,,TRUE
TBOA 1898,12/6/2024,63196,O76,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,CANCELLED,45000,0,FPAX 219122,2408219122,0,,,,L4BA358,4505049645,,,,,,,,,,,,,,TRUE
TBOA 1899,12/6/2024,63207,W76,LYONDELLBASELL,"AXIUM (INNOV) - NEW ALBANY, OH",RP311H,Yes - On Dispatch Schedule,47000,48800,EQUX 14227,DK08LKK02,48800,,,,8108399158,4500035366,,,,,,,,,,,,,,TRUE
TBOA 1900,12/6/2024,63208,G94,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,48300,EQUX 18248,CB124K2704,48300,,,,8108399161,4500035431,,,,,,,,,,,,,,TRUE
TBOA 1901,12/6/2024,63209,O94,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,MOVED,47000,0,,,0,,,,81271422,4503808681,,,,,,,,,,,,,,TRUE
TBOA 1902,12/6/2024,63210,W94,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,CANCELLED,47000,0,PNWX 201486,PRM610280,0,,,,81271424,4503695507,,,,,,,,,,,,,,TRUE
TBOA 1903,12/6/2024,63214,G112,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46600,PNWX 201486,PRM610280,46600,,,,81271559,4503757479,,,,,,,,,,,,,,TRUE
TBOA1904,12/7/2024,63228,G4,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47180,EQUX 13544,CB124K2604,47180,,,,8108408401,4500035431,,,,,,,,,,,,,,TRUE
TBOA1932,12/9/2024,63197,G4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47860,XOMX 710027,24J1081A3,47860,,,,14615060,881523158,,,,,,,,,,,,,,TRUE
TBOA 1933,12/9/2024,63198,O4,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48860,XOMX 710027,24J1081A3,48860,,,,14618528,881527547,,,,,,,,,,,,,,TRUE
TBOA 1934,12/9/2024,63199,W4,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,MOVED,48000,0,,,0,,,,14618685,881527541,,,,,,,,,,,,,,TRUE
TBOA 1935,12/9/2024,63200,G22,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,46840,FPAX 219122,2408219122,46840,,,,L4BA359,4505049645,,,,,,,,,,,,,,TRUE
TBOA 1936,12/9/2024,63211,O22,LYONDELLBASELL,"BECTON DICKINSON - BROKEN BOW, NE",PF511,Yes - On Dispatch Schedule,46000,47400,MLLX 24048,DH29BCC03,47400,,,,8108399167,6501271091,,,,,,,,,,,,,,TRUE
TBOA 1937,12/9/2024,63212,W22,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,48740,EQUX 18248,CB124K2704,48740,,,,8108399172,4500035431,,,,,,,,,,,,,,TRUE
TBOA 1938,12/9/2024,63100,G40,CP CHEM,"ALPLA - ST PETERS, MO",9503H,Yes - On Dispatch Schedule,47000,45940,CPCX 814244,NRG120872,45940,,,,81263579,APO00306314,,,,,,,,,,,,,,TRUE
TBOA 1939,12/9/2024,63215,O40,LYONDELLBASELL,"HILAND DAIRY - KANSAS CITY, MO",LM600700,Yes - On Dispatch Schedule,48000,46580,EQUX 641045,CL424L14J3,46580,,,,8108399177,11195,,,,,,,,,,,,,,TRUE
TBOA 1940,12/9/2024,63220,W40,BOORTMALT,"4 HANDS BREWING - ST LOUIS, MO",PM 2R PALE MALT,Yes - On Dispatch Schedule,48000,47440,IARX 570312,IARX570312,47440,,,,80138098,2903 Bulk C: 40002727 (2024),,,,,,,,,,,,,,TRUE
TBOA 1941,12/9/2024,63221,G58,BAMBERGER AMCO,"TNT PLASTICS - PERRYVILLE, MO",BAPOLENE 133B NATURAL,Yes - On Dispatch Schedule,48000,47420,WLPX 44203,8646111RL,5100,CEFX 54359,8753491RL,42320,101226259-01-02,11619,,,,,,,,,,,,,,TRUE
TBOA 1942,12/9/2024,63222,O58,CP CHEM,"ALPLA - IOWA CITY, IA",9503H,MOVED,47000,48160,CPCX 814244,NRG120872,48160,,,,81272517,APO00251855,,,,,,,,,,,,,,TRUE
TBOA 1943,12/9/2024,63223,W58,CP CHEM,"PRIMEX PLASTICS - RICHMOND, IN",9503H,Yes - On Dispatch Schedule,47000,46380,CPCX 814244,NRG120872,37860,AOKX 602042,NRH120322,8520,81272520,101130280,,,,,,,,,,,,,,TRUE
TBOA 1944,12/9/2024,63244,G76,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,49500,49480,OCPX 71749,5470N9A046,49480,,,,86658490,4506241946,,,,,,,,,,,,,,TRUE
TBOA 1945,12/9/2024,63255,O76,LYONDELLBASELL,"DEE ZEE INC - WEST DES MOINES, IA",HIFAX TRC 779P 848,Yes - On Dispatch Schedule,47000,46120,EQUX 23296,DJ27T0601,46120,,,,8108416020,9092450,,,,,,,,,,,,,,TRUE
TBOA1946,12/10/2024,63201,G4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,CANCELLED,48000,0,,,0,,,,14618611,881527543,,,,,,,,,,,,,,TRUE
TBOA 1947,12/10/2024,63202,O4,EXXON,"CKS PKG - OMAHA, NE",AD60-005,Yes - On Dispatch Schedule,48000,46060,ECUX 880558,24008632,46060,,,,14618612,881527551,,,,,,,,,,,,,,TRUE
TBOA 1948,12/10/2024,63216,W4,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,46920,FPAX 219122,2408219122,9120,GACX 1517,2408001517,37800,L4BA360,4505049645,,,,,,,,,,,,,,TRUE
TBOA 1949,12/10/2024,63224,G22,LYONDELLBASELL,"PRAIRIE FARMS - O'FALLON, IL",LM600700,Yes - On Dispatch Schedule,48000,48080,WFRX 870895,CL424L06J1,12600,EQUX 641045,CL424L14J3,35480,8108405093,LB121024,,,,,,,,,,,,,,TRUE
TBOA 1950,12/10/2024,63225,O22,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,48320,EQUX 631394,DK04M0601,48320,,,,8108405089,B00901407,,,,,,,,,,,,,,TRUE
TBOA 1951,12/10/2024,63227,W22,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,48700,EQUX 13544,CB124K2604,48700,,,,8108405090,4500035431,,,,,,,,,,,,,,TRUE
TBOA 1952,12/10/2024,63229,G40,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,46620,PNWX 201486,PRM610280,46620,,,,81273616,4503754879,,,,,,,,,,,,,,TRUE
TBOA 1953,12/10/2024,63230,O40,CP CHEM,"ALTIUM PKG - WEST MEMPHIS, AR",9513H,Yes - On Dispatch Schedule,47000,46860,CPCX 814277,NRE120280,33080,CPCX 815785,NRH120962,13780,81273657,346326,,,,,,,,,,,,,,TRUE
TBOA 1954,12/10/2024,63218,W40,EXXON,"EPC - LEBANON, KY",PP7855E1,Yes - On Dispatch Schedule,48000,47000,EPAX 945756,24H0183A4,47000,,,,14630203,881540563,,,,,,,,,,,,,,TRUE
TBOA 1955,12/10/2024,63245,G58,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46320,CHVX 890403,PRM610230,36640,PSPX 2662,PRM610310,9680,81273655,4503757481,,,,,,,,,,,,,,TRUE
TBOA 1956,12/10/2024,63246,O58,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,49500,49240,OCPX 71749,5470N9A046,49240,,,,86658493,4506241946,,,,,,,,,,,,,,TRUE
TBOA 1957,12/10/2024,63222,W58,CP CHEM,"ALPLA - IOWA CITY, IA",9503H,MOVED,47000,48160,CPCX 814244,NRG120872,48160,,,,81272517,APO00251855,,,,,,,,,,,,,,TRUE
TBOA 1958,12/10/2024,63199,G76,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,Yes - On Dispatch Schedule,48000,47220,XOMX 720902,24J0781A5,47220,,,,14618685,881527541,,,,,,,,,,,,,,TRUE
TBOA1959,12/11/2024,63171,G4,BOORTMALT,"LOST FORTY BREWING - LITTLE ROCK, AR",PRAIRIE PILS MALT,Yes - On Dispatch Schedule,48000,46040,IARX 570325,IARX570325,46040,,,,80138287,1157 - BULK- C: 40003532 (24/25),,,,,,,,,,,,,,TRUE
TBOA 1960,12/11/2024,63213,O4,LYONDELLBASELL,"VENTRA - RUSSELLVILLE, KY",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,48520,EQUX 631394,DK04M0601,48520,,,,8108399169,14945,,,,,,,,,,,,,,TRUE
TBOA 1961,12/11/2024,63217,W4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,CANCELLED,48000,0,,,0,,,,14622341,881531174,,,,,,,,,,,,,,TRUE
TBOA 1962,12/11/2024,63218,G22,EXXON,"EPC - LEBANON, KY",PP7855E1,MOVED,48000,0,,,0,,,,14622222,881531179,,,,,,,,,,,,,,TRUE
TBOA 1963,12/11/2024,63226,O22,LYONDELLBASELL,"FLEX N GATE PLASTICS - DANVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,47000,48200,EQUX 631394,DK04M0601,48200,,,,8108405091,9407,,,,,,,,,,,,,,TRUE
TBOA 1964,12/11/2024,63231,W22,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47780,XOMX 710027,24J1081A3,8000,XOMX 720902,24J0781A5,39780,14625872,881536221,,,,,,,,,,,,,,TRUE
TBOA 1965,12/11/2024,63232,G40,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,Yes - On Dispatch Schedule,48000,47660,XOMX 720902,24J0781A5,47660,,,,14625871,881536231,,,,,,,,,,,,,,TRUE
TBOA 1966,12/11/2024,63233,O40,EXXON,"TG MISSOURI - PERRYVILLE, MO",PP7855E1,Yes - On Dispatch Schedule,48000,48960,EPAX 945756,24H0183A4,48960,,,,14625912,881536227,,,,,,,,,,,,,,TRUE
TBOA 1967,12/11/2024,63234,W40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,46680,EQUX 13544,CB124K2604,46680,,,,8108408404,4500035431,,,,,,,,,,,,,,TRUE
